date,UNRATE,PCEPI,PCEPILFE,RPI,PMSAVE,ALTSALES,INDPRO,TCU,PERMIT,HOUST,CIVPART,CPIAUCSL,CPILFESL,AtmCO2,goldMP,silverMP,globalTemp
2020-03-01,4.4,104.238,104.586,17822.059,2040.6,11.353,97.6672,74.5352,1348.0,1267.0,62.6,258.124,267.09,414.71,1599.65,16.915,1.940757
2020-04-01,14.8,103.796,104.237,19992.025,5976.4,8.482,84.5979,64.5714,1050.0,925.0,60.1,256.092,265.771,416.42,1576.55,14.015,1.706246
2020-05-01,13.2,103.89,104.364,19132.89,4036.2,12.259,85.9732,65.6487,1253.0,1054.0,60.8,255.868,265.574,417.28,1686.25,14.845,1.433958
2020-06-01,11.0,104.199,104.527,19118.13,3258.4,13.187,91.5625,69.9664,1329.0,1266.0,61.5,256.986,265.952,416.58,1730.6,18.16,1.1228
2020-07-01,10.2,104.541,104.913,19314.46,3221.3,14.888,95.0144,72.6784,1526.0,1529.0,61.5,258.278,267.352,414.58,1771.05,18.22,1.157106
2020-08-01,8.4,104.869,105.229,18684.453,2433.3,15.446,95.8881,73.4452,1564.0,1377.0,61.7,259.411,268.469,412.75,1958.55,24.23,1.135498
2020-09-01,7.8,105.048,105.39,18796.082,2308.6,16.323,95.8444,73.5298,1643.0,1463.0,61.5,260.029,268.938,411.49,1972.35,28.885,1.455181
2020-10-01,6.8,105.124,105.47,18795.426,2232.3,16.214,96.4292,74.1142,1622.0,1537.0,61.7,260.286,269.236,411.48,1902.0,23.62,1.644783
2020-11-01,6.7,105.197,105.552,18641.586,2078.3,15.946,96.8564,74.5927,1713.0,1545.0,61.5,260.813,269.901,413.1,1889.9,23.975,2.323874
2020-12-01,6.7,105.707,105.899,18707.602,2085.0,16.594,97.9754,75.6169,1760.0,1663.0,61.5,262.035,270.267,414.23,1810.75,23.535,1.543222
2021-01-01,6.4,106.145,106.267,20501.131,3699.8,16.142,98.7836,76.4136,1866.0,1602.0,61.3,262.65,270.383,415.49,1943.2,27.27,1.640109
2021-02-01,6.2,106.522,106.499,19013.898,2256.4,15.623,95.3744,73.9408,1700.0,1422.0,61.4,263.638,270.727,416.72,1862.95,29.585,0.752874
2021-03-01,6.1,107.066,106.945,22856.702,5712.9,17.766,98.1351,76.2498,1731.0,1700.0,61.5,264.914,271.526,417.61,1734.15,26.89,1.359999
2021-04-01,6.1,107.662,107.594,19788.085,2285.3,18.011,98.2886,76.5375,1714.0,1484.0,61.6,266.67,273.615,419.01,1726.05,24.315,1.358055
2021-05-01,5.8,108.207,108.167,19314.56,1800.3,17.095,99.1508,77.3697,1680.0,1600.0,61.5,268.444,275.654,419.09,1797.75,26.825,1.189269
2021-06-01,5.9,108.755,108.655,19249.026,1580.3,15.512,99.5096,77.7972,1644.0,1661.0,61.7,270.559,277.676,418.92,1899.35,28.21,1.393935
2021-07-01,5.4,109.28,109.12,19359.925,1730.8,14.863,100.1231,78.4064,1618.0,1593.0,61.8,271.764,278.522,416.9,1781.5,26.26,1.276595
2021-08-01,5.1,109.74,109.458,19325.007,1604.8,13.325,100.1255,78.5176,1837.0,1576.0,61.8,272.87,279.057,414.42,1811.45,25.405,1.231347
2021-09-01,4.7,110.096,109.684,19120.766,1320.8,12.315,99.0614,77.7675,1636.0,1560.0,61.7,274.028,279.755,413.26,1811.8,23.92,1.275481
2021-10-01,4.5,110.808,110.217,19133.495,1202.4,12.827,100.3045,78.8064,1727.0,1572.0,61.8,276.522,281.588,413.9,1757.05,22.095,1.963918
2021-11-01,4.1,111.494,110.778,19102.141,1137.4,13.109,101.1971,79.5489,1775.0,1712.0,61.9,278.711,283.34,414.97,1793.8,23.865,1.960093
2021-12-01,3.9,112.24,111.446,19024.303,1115.2,12.775,100.886,79.3243,1948.0,1787.0,62.0,280.887,285.193,416.67,1789.25,22.86,1.380717
2022-01-01,4.0,112.829,111.973,18873.524,741.0,14.376,101.0227,79.4322,1898.0,1669.0,62.2,282.599,286.792,418.13,1811.4,22.89,1.535961
2022-02-01,3.8,113.496,112.436,18878.407,749.1,13.667,101.6766,79.9253,1817.0,1771.0,62.2,284.61,288.147,419.24,1799.85,22.88,1.319882
2022-03-01,3.6,114.446,112.88,18795.364,621.1,13.577,102.478,80.5162,1877.0,1713.0,62.3,287.472,289.046,418.76,1922.0,24.64,1.992524
2022-04-01,3.7,114.789,113.248,18800.822,576.9,14.036,102.7953,80.7112,1795.0,1803.0,62.2,288.611,290.41,420.19,1929.4,24.69,1.349252
2022-05-01,3.6,115.446,113.656,18759.493,577.9,12.937,102.7769,80.6275,1708.0,1543.0,62.3,291.268,292.251,420.97,1869.7,22.63,1.100346
2022-06-01,3.6,116.495,114.297,18662.365,502.4,13.266,102.6863,80.4742,1701.0,1561.0,62.2,294.728,294.017,420.94,1844.9,21.61,1.203285
2022-07-01,3.5,116.511,114.534,18805.531,648.4,13.493,103.1328,80.7318,1658.0,1371.0,62.1,294.628,294.925,418.85,1797.45,19.725,1.129096
2022-08-01,3.6,116.89,115.158,18841.863,613.2,13.497,103.2344,80.7118,1586.0,1505.0,62.4,295.32,296.639,417.15,1772.4,20.405,1.343791
2022-09-01,3.5,117.314,115.686,18856.687,576.2,13.701,103.5283,80.8369,1588.0,1463.0,62.3,296.539,298.339,415.91,1694.3,17.77,1.370884
2022-10-01,3.6,117.842,116.087,18874.608,579.4,14.682,103.4114,80.6377,1555.0,1432.0,62.3,297.987,299.333,415.74,1668.4,19.415,1.926899
2022-11-01,3.6,118.104,116.417,18854.311,636.0,14.271,103.0707,80.2626,1402.0,1427.0,62.1,298.598,300.261,417.47,1645.25,20.0,1.344979
2022-12-01,3.5,118.348,116.868,18853.146,651.9,13.55,101.4848,78.9195,1409.0,1357.0,62.3,298.99,301.46,418.99,1803.15,22.135,1.230128
2023-01-01,3.4,119.011,117.461,18927.097,871.1,15.106,102.5478,79.6374,1354.0,1340.0,62.4,300.536,302.702,419.48,1843.25,24.295,1.612478
2023-02-01,3.6,119.386,117.883,18970.735,926.0,14.876,102.5671,79.5454,1482.0,1436.0,62.5,301.648,304.07,420.3,1925.9,23.495,1.718555
2023-03-01,3.5,119.53,118.279,19039.516,1047.5,14.93,102.6592,79.5118,1437.0,1380.0,62.6,301.808,305.24,420.98,1841.25,20.995,2.093148
2023-04-01,3.4,119.893,118.642,19022.031,1042.5,15.676,103.1512,79.79,1417.0,1348.0,62.6,302.918,306.489,423.36,1983.3,23.925,0.852146
2023-05-01,3.7,120.02,118.984,19060.676,1060.0,15.518,102.924,79.5144,1496.0,1583.0,62.6,303.294,307.824,424.0,1995.4,24.77,1.163276
2023-06-01,3.6,120.221,119.189,19066.014,980.1,16.058,102.3002,78.9361,1441.0,1418.0,62.6,303.841,308.309,423.68,1974.35,23.49,1.144932
2023-07-01,3.5,120.373,119.332,19084.305,881.1,15.939,103.19,79.5299,1443.0,1451.0,62.6,304.348,308.801,421.83,1928.75,22.775,1.476531
2023-08-01,3.8,120.803,119.449,19098.603,895.3,15.296,103.2411,79.48,1541.0,1305.0,62.8,306.269,309.661,419.68,1947.2,24.515,1.80445
2023-09-01,3.8,121.267,119.842,19088.877,777.2,15.77,103.3346,79.4657,1471.0,1356.0,62.8,307.481,310.661,418.51,1940.55,24.645,2.015067
2023-10-01,3.8,121.299,120.01,19134.088,840.4,15.468,102.4592,78.7091,1498.0,1376.0,62.7,307.619,311.365,418.82,1833.05,21.62,2.533319
2023-11-01,3.7,121.218,120.088,19220.584,849.6,15.536,102.4301,78.6052,1467.0,1525.0,62.8,307.917,312.251,420.46,1986.35,22.67,2.890713
2023-12-01,3.7,121.421,120.294,19237.854,766.7,16.115,102.484,78.5666,1493.0,1460.0,62.5,308.85,313.216,421.86,2045.4,25.16,2.523067
